sale_date,product_id,product_name,product_category,product_subcategory,unit_price,quantity_sold,sale_country,sale_city
2014-03-31,2478363,area,beyond,type,570.09,31,Sudan,Lake Anthonymouth
1970-10-31,2555153,your,everybody,begin,559.94,77,Mexico,Robinsonbury
1983-06-13,9015724,record,treatment,account,692.04,9,Sudan,Angelatown
1983-04-04,2503262,style,education,concern,821.05,65,Jordan,Kylemouth
2014-12-17,7150618,door,back,back,563.63,37,Palestinian Territory,Allisontown
2003-09-26,9841733,number,leg,hit,646.98,12,Jamaica,East Michaelbury
2011-08-26,7632425,friend,maintain,sell,175.72,10,Reunion,Thomasstad
1976-03-18,5692130,note,government,would,233.14,2,New Caledonia,East Nicoleport
2007-12-24,5804709,product,campaign,up,509.78,67,Oman,Jonesland
2014-06-20,6559558,oil,explain,maintain,847.57,10,Venezuela,Port Juliechester
1983-05-05,1440531,family,travel,development,786.66,75,Cape Verde,Rebeccachester
1976-10-19,7893775,add,eat,bar,225.61,20,Slovenia,North Gregory
1974-05-11,3431471,write,west,interest,520.37,24,Bangladesh,North Christopher
2018-02-19,8448727,whose,high,stock,267.15,32,Turkey,East Kellyside
2021-11-08,7168725,detail,senior,college,446.64,75,Croatia,Jasonbury
2008-08-08,5466926,yard,big,company,887.8,84,Malaysia,South Kelly
1993-02-12,431064,anyone,sort,enjoy,27.91,36,Grenada,North Michael
1990-03-24,1620928,through,ahead,matter,487.94,78,Italy,Lake Robertville
2013-01-14,8189301,daughter,think,them,374.43,47,Turkey,East Carlosland
1979-07-07,1749784,most,pressure,management,683.56,62,Cape Verde,Lake Christinaland
1995-08-09,9617961,better,eight,environmental,940.34,51,Liberia,Philiphaven
2012-05-28,505250,again,tree,skill,856.41,4,Algeria,Michellestad
1996-06-18,2738508,imagine,school,power,862.42,99,Saint Lucia,Chadview
1983-01-03,2773494,police,owner,money,269.07,29,New Zealand,Joshuaberg
1985-08-26,5213106,kid,beat,community,833.95,15,Australia,Port Melissa
2013-08-27,4814088,item,environment,eight,184.8,95,Martinique,Foleymouth
1985-11-22,1706575,man,political,article,908.52,65,Gabon,Lewismouth
2009-02-28,9598426,government,even,science,503.07,54,Fiji,Lake John
1970-02-23,6495229,try,push,popular,20.78,38,Grenada,Austinville
2000-11-05,3142489,choose,accept,thought,116.74,95,Maldives,North Saraborough
2008-11-23,9933291,go,military,form,490.3,90,Sudan,Brianhaven
2002-02-28,886910,energy,artist,experience,733.62,95,Falkland Islands (Malvinas),Ayersmouth
2015-04-21,1505735,reveal,benefit,order,938.22,5,Syrian Arab Republic,Mullinsfort
2014-09-13,7690782,charge,nothing,build,882.5,44,Namibia,West Chelseahaven
1972-08-16,2363982,wrong,I,southern,490.03,79,Sri Lanka,North Sheila
2004-02-26,6645342,away,risk,later,409.5,35,Mauritania,Sharonland
2000-09-09,7622,life,political,decade,51.17,46,Lebanon,Thomaston
2021-06-13,925846,watch,choose,center,957.53,68,Isle of Man,East Michaelhaven
1989-07-18,1306296,huge,sense,relationship,614.65,89,Liechtenstein,New James
1999-07-21,3663209,capital,west,activity,582.74,71,Dominica,Gabriellaside
2020-04-27,2339476,understand,positive,back,876.74,54,Mayotte,Lake Michael
1970-01-16,8545074,decade,list,growth,443.74,43,Korea,North Antonio
2018-11-24,4790216,tell,card,push,794.33,61,Ukraine,South Nancyfort
1996-09-06,3198096,miss,likely,happy,233.75,8,Australia,East Nancyhaven
2006-01-09,3166766,necessary,choose,see,228.09,1,Montenegro,East Johnhaven
1987-02-09,1677849,price,fly,reveal,618.9,51,Peru,Amberport
1979-12-29,1779341,either,first,practice,26.68,82,Cocos (Keeling) Islands,Rebeccahaven
2005-09-13,9922083,friend,ready,wrong,423.89,86,Slovakia (Slovak Republic),Port Chloe
1976-10-01,5393825,many,factor,kid,201.93,86,Albania,North Josephton
2000-10-04,475969,beyond,kid,century,493.61,97,Sierra Leone,North Sarahview
1994-02-27,5252712,behind,rather,several,448.5,54,Botswana,West Sandra
1979-08-15,1935232,run,daughter,instead,807.49,70,Ukraine,West Danielle
2010-01-16,8965974,law,avoid,head,502.45,13,Kenya,Campbellfort
2005-03-20,7656261,position,third,member,499.69,11,Solomon Islands,East Tonya
1991-10-18,8243237,government,pick,seem,438.03,73,Dominica,Adamstad
2009-07-20,9428887,plant,often,result,664.98,92,Romania,Anthonyhaven
2003-11-20,7769012,lead,pretty,about,326.31,54,Togo,Ryanport
1999-04-01,2040032,human,walk,heart,680.88,76,Martinique,West Gwendolyn
1997-11-13,6114105,hospital,leave,prevent,929.65,67,Ghana,Wilsonmouth
1981-06-04,1950020,charge,most,human,818.5,3,Montserrat,New Abigailburgh
2020-03-10,7865336,some,still,site,723.55,40,Paraguay,South Jessicaland
1975-08-25,7819092,range,serious,or,810.38,5,Jordan,Cruzfort
1996-12-08,7986456,husband,toward,eight,528.78,14,Bermuda,Kylemouth
2014-04-26,4802307,fight,such,his,492.11,65,Colombia,Lake Derekmouth
1989-03-31,6442885,dog,environment,response,788.95,43,Jordan,Russellchester
2010-12-10,2549474,view,past,common,322.92,18,Madagascar,East Davidport
2002-06-03,9852042,policy,employee,beat,336.5,23,Liechtenstein,Bridgesfort
1989-11-24,6949868,offer,region,by,205.7,48,Mozambique,Edwardport
1973-12-26,7600759,quality,last,company,498.86,75,Romania,New Melissatown
1998-05-21,7564090,most,company,check,564.56,5,Moldova,North Brianhaven
1987-12-11,577930,institution,message,sing,881.27,73,Falkland Islands (Malvinas),West Kevinside
1975-05-31,8213209,read,owner,even,899.35,15,Spain,North Adam
1976-11-04,610094,simply,have,seem,83.51,49,Martinique,Davisbury
1973-05-09,4894027,show,vote,baby,844.8,70,Brunei Darussalam,Port Aaronburgh
1980-11-27,5567783,glass,knowledge,but,40.66,9,Bulgaria,East Glendaview
1986-12-23,1678839,house,theory,event,354.99,91,Papua New Guinea,Langberg
1990-08-16,6435686,tell,avoid,nature,100.67,33,Peru,North Rebeccahaven
1987-02-19,4224228,win,evening,who,29.05,83,Lebanon,Lake Bradleyshire
1982-10-31,4829265,family,increase,watch,358.36,96,Saint Lucia,Martinborough
2009-06-05,2918626,foot,develop,dinner,841.7,80,Gibraltar,Kirkton
1979-01-30,7638087,individual,five,want,802.89,83,Kenya,Walkerhaven
2006-09-15,895727,side,reduce,nothing,935.99,27,Slovenia,Maciasbury
1974-11-04,329353,wish,pattern,support,340.43,73,Kazakhstan,Port Geraldland
1980-07-31,6692170,issue,half,office,87.07,35,Gabon,East Victoria
1976-04-23,5334532,second,authority,in,197.25,49,Luxembourg,Hubbardstad
2001-04-19,4586704,bar,when,very,74.29,23,Fiji,Lake Amanda
1990-12-20,8756755,those,discover,stuff,907.97,71,Albania,Hallport
2023-03-22,8869635,blood,run,argue,285.49,94,Bahrain,Laurenhaven
2023-04-02,6239467,entire,administration,plant,253.67,32,Cook Islands,North Jennifer
2016-05-03,442993,speak,in,expect,562.16,31,Bulgaria,Donaldfurt
1989-09-16,4508669,hot,close,eat,439.17,66,Czech Republic,Carlsonburgh
2020-09-17,452672,fly,worry,prepare,311.61,1,Somalia,Michaelchester
2015-10-25,2372703,course,rich,hot,877.84,44,Kenya,North Brittneybury
2013-09-23,1085869,pay,order,machine,916.43,28,Greenland,Zacharyville
2022-12-09,401934,threat,price,return,117.93,6,Bosnia and Herzegovina,New Kirsten
1986-05-04,204262,other,yard,find,872.55,74,Netherlands,Kimberlyville
2004-07-24,6738806,protect,perform,billion,735.33,62,Pitcairn Islands,Powellmouth
2020-03-09,5372855,as,market,spend,692.6,94,Romania,East Jessica
2007-01-23,5688413,support,nor,energy,27.89,97,Israel,North Vincentville
2009-03-08,6908875,call,opportunity,film,722.8,90,Gambia,Lake Jessicamouth
1993-12-10,8434203,can,group,citizen,529.6,94,Bulgaria,Larsonchester
2013-08-16,5463945,hospital,join,usually,205.99,35,Bouvet Island (Bouvetoya),South Rebeccaland
2005-06-18,9973786,thousand,speech,far,508.61,50,Western Sahara,West Jacqueline
1974-09-02,7853352,Mrs,month,occur,92.77,91,Tunisia,East Heathermouth
1996-08-03,7046665,can,white,notice,615.3,5,Gabon,Lake Johnshire
1976-05-04,3832934,ok,rather,world,412.26,33,Belize,Reneestad
1992-07-15,487831,approach,everybody,blue,312.18,22,United Kingdom,Jacksonport
2003-05-17,8433113,process,image,although,79.1,13,Slovakia (Slovak Republic),Lake Christine
2019-09-16,1948535,attack,mention,blood,897.25,41,Zimbabwe,Jennaburgh
1974-12-05,1021516,common,else,medical,737.39,14,Syrian Arab Republic,New Joe
1984-04-01,5615940,window,action,on,738.99,13,Montserrat,Sharonton
1986-12-14,865620,popular,south,piece,80.93,22,Hong Kong,West Katelyn
1992-08-26,6086490,task,might,clearly,352.87,10,Nauru,Marvinton
1976-08-01,4832330,maintain,sport,fly,206.38,35,Fiji,West Jessicabury
1971-07-17,4801198,future,little,ago,333.84,71,Antarctica (the territory South of 60 deg S),West Jameshaven
1981-06-09,301454,offer,difficult,person,447.73,53,Afghanistan,Lake Jenna
2011-12-18,6852455,decision,beat,office,674.41,26,Algeria,North Crystal
2006-11-10,3555285,the,chance,short,412.3,54,Ecuador,Scottbury
2007-07-29,3411212,surface,medical,majority,305.63,88,South Georgia and the South Sandwich Islands,Manningfurt
1997-10-05,3449040,front,often,play,226.3,12,Dominican Republic,New Ernestton
1975-12-07,5825092,listen,almost,third,225.4,38,Korea,South Annette
1989-03-15,4643656,government,experience,project,936.12,91,Poland,North Emily
1991-01-22,4275458,environmental,local,room,532.19,14,American Samoa,West Jodi
2019-07-14,803031,seven,short,during,87.22,73,Tunisia,Dominicburgh
1973-04-07,9712266,bag,central,walk,243.94,97,Tokelau,Port Richard
2017-07-01,2124394,significant,visit,street,39.54,51,Swaziland,Caseyville
1990-03-06,4478488,alone,perhaps,lose,43.52,86,Netherlands,North Timothy
2007-02-03,4973475,can,skin,news,278.83,7,Gibraltar,West Lindseychester
1988-02-14,6190631,account,college,put,961.05,90,Kenya,Harrisside
2013-09-20,4596336,ago,than,join,72.29,24,Vietnam,East Hollybury
1999-07-18,5423669,however,must,condition,428.82,46,Saint Helena,West Johnmouth
1983-08-13,4396742,mouth,pattern,industry,460.22,87,Bermuda,West Jacobstad
2020-05-24,1577592,view,although,move,103.86,85,Switzerland,New Jenniferton
2022-04-16,5946508,early,claim,girl,734.56,21,Burundi,Dianaburgh
1999-10-02,9528873,out,think,name,986.93,24,Tonga,East Michael
1986-09-25,9799906,soon,wonder,center,561.27,10,Botswana,Amymouth
1984-12-30,1639783,life,whole,scene,536.83,58,Indonesia,Port Kimberlyville
1992-11-25,5259813,short,system,money,453.03,54,Myanmar,Wesleyton
1978-06-03,4266842,attorney,population,power,259.92,36,Mauritania,Lake Charles
2002-03-11,2562239,analysis,I,treat,436.13,35,Nicaragua,Kristichester
1985-04-27,677418,chance,billion,effect,470.73,31,Dominica,Johntown
2004-09-15,3326930,soon,good,actually,55.71,48,Turkey,Hahnmouth
2013-03-02,7932667,black,bar,may,814.5,5,Kuwait,New Matthew
2005-08-05,9062371,dinner,someone,like,836.2,4,Anguilla,New Peter
2001-09-01,7759448,different,such,thought,885.02,54,Niger,Grossstad
1992-09-12,5387735,newspaper,expect,if,640.41,24,Saudi Arabia,Stephaniestad
2004-06-15,1421172,eat,economic,first,864.06,100,Lebanon,East Coreystad
2020-08-15,8105042,game,quickly,to,751.47,68,Mozambique,South Robert
2001-12-31,7988336,position,behavior,game,707.05,18,Nauru,West Marymouth
2015-10-30,6695162,gun,realize,court,685.16,61,Aruba,Lake Douglastown
2020-08-16,7696619,senior,until,factor,148.69,71,Singapore,Bethmouth
2018-06-21,3900193,strategy,would,person,933.18,89,Panama,South Wendy
1996-09-24,2116154,teacher,test,suddenly,24.21,1,Monaco,Lake Biancamouth
2010-01-18,7317392,describe,everyone,method,823.0,96,Cambodia,Kylefort
2023-01-06,8724902,watch,staff,improve,292.46,3,Mexico,Port Rebecca
1976-09-25,1566188,professor,everybody,teacher,128.4,17,Suriname,Edwardsville
1970-03-18,7355607,body,page,whom,798.61,55,United States Minor Outlying Islands,Michellebury
1985-08-20,4643237,event,join,anything,237.91,80,Christmas Island,New David
1978-03-06,5660074,century,media,other,503.95,18,Saint Barthelemy,Lake Mollyport
1976-05-17,4767301,stop,produce,all,479.83,70,Somalia,Lake Katherinefurt
1974-03-19,2326295,first,population,visit,500.25,39,Mauritania,Lake Dawnmouth
2019-07-26,3623265,leg,close,center,272.41,60,Guam,Annview
1977-06-13,5622056,whole,least,weight,554.53,43,Puerto Rico,North Davidborough
1985-02-24,9695715,off,loss,the,992.16,64,Algeria,Port Barbaraport
1995-12-02,6731230,tonight,last,than,892.18,16,Brazil,Port Georgechester
1975-06-30,2035583,laugh,may,up,110.9,23,Congo,Davidton
1990-07-01,6316952,job,church,international,875.36,64,Norway,West Kristen
1977-03-02,9460253,seat,now,stage,403.34,47,Nicaragua,Howardton
2022-05-15,2387865,note,side,country,364.35,98,Slovenia,Amymouth
2022-05-06,7711496,less,fine,arm,813.87,35,Puerto Rico,Clarkberg
2018-01-13,7083240,where,toward,water,357.54,37,Belize,Kristinmouth
2022-04-22,9623782,senior,science,door,215.38,26,Jamaica,Port Laurie
2015-06-14,9104207,suddenly,mind,me,119.61,33,Yemen,Cookeview
2006-01-07,5192,car,yard,weight,367.19,74,New Zealand,Port Carolyn
1985-06-12,9079395,perform,at,apply,261.66,63,Palau,Lake Tylermouth
2008-04-01,9679358,end,job,decision,465.63,26,Iran,East Steven
1993-07-18,173633,record,organization,crime,499.85,43,Belgium,South Kellystad
1977-11-05,1075302,whole,every,exist,502.36,35,Saint Pierre and Miquelon,Tiffanymouth
1988-03-06,8443380,who,small,prepare,230.45,39,Lebanon,Morganberg
2011-12-12,3482493,forward,as,major,251.79,77,Turkey,Darrelltown
1996-04-01,5350081,hot,lay,show,754.27,37,Qatar,Michaelton
2012-05-21,5099077,toward,suffer,sometimes,531.71,24,Andorra,Greenborough
1971-07-28,8215125,market,mouth,air,916.56,15,Armenia,Jeffreymouth
2013-09-04,7457255,feel,food,believe,60.1,60,Saudi Arabia,Hartstad
1991-08-04,4803991,wide,specific,rock,505.09,52,Bahrain,West Melissashire
1996-12-02,3720362,itself,religious,put,373.26,68,Israel,Henrystad
1994-07-02,2940848,PM,fly,collection,931.9,26,Czech Republic,Herreraburgh
1979-08-17,6304556,before,yet,market,129.72,10,Cook Islands,Port Victoriatown
1980-03-21,7160487,success,write,police,391.5,49,India,Ronaldmouth
1995-12-16,1092227,eat,happy,hotel,227.67,40,Equatorial Guinea,Smithville
2002-11-02,7500037,believe,everybody,century,410.85,8,Saudi Arabia,South Tinafort
1981-08-10,3691210,may,provide,message,187.22,83,United Arab Emirates,West Cassandratown
1980-01-22,6437149,reveal,effort,color,660.87,30,Bouvet Island (Bouvetoya),Herreraberg
1996-02-04,5078584,whole,any,save,821.63,22,Nauru,Taylorchester
2014-06-29,6400833,mother,dog,opportunity,16.52,7,Saint Vincent and the Grenadines,Williamston
2006-09-18,9000278,eye,not,modern,536.04,56,French Guiana,Riddlemouth
2011-04-23,2327472,develop,if,short,580.84,68,Philippines,East Kristin
1980-12-27,7783957,hope,force,pattern,219.28,86,Luxembourg,Colemanberg
1975-11-11,6157136,design,house,able,152.28,60,Monaco,New Scottside
2019-11-20,2576923,ok,second,open,46.7,71,Dominica,Cynthiaside
2008-06-03,6555947,myself,relationship,because,771.52,7,India,Port Kellymouth
1976-12-13,9954974,if,worry,size,483.81,59,Western Sahara,Chavezland
1979-04-14,5277285,who,local,agreement,606.58,18,Gambia,Katieton
2001-04-14,515752,find,wife,bad,594.2,35,Slovakia (Slovak Republic),Brownfort
1993-07-14,8582752,direction,shoulder,lead,456.39,74,Papua New Guinea,Maureenhaven
2006-01-13,8763428,section,detail,half,790.42,65,Guernsey,East Lynnland
1982-01-05,5431066,structure,sometimes,gas,18.09,60,Palestinian Territory,Valeriechester
2010-02-18,3745223,air,none,real,749.18,88,Mauritius,Port Tinaville
2004-05-20,1804355,yourself,agreement,floor,733.95,70,Kuwait,Port Heatherport
1971-12-17,869769,far,mean,guess,336.81,83,Turkey,East Matthewville
2021-12-27,3280016,value,could,prepare,759.0,59,Saint Martin,Rachelstad
1992-11-21,4046238,cell,each,situation,671.45,87,Nauru,Ericstad
2014-04-25,5212311,save,subject,note,971.24,89,Christmas Island,Wayneborough
2006-01-24,3969177,change,blue,source,288.86,57,Canada,West William
2020-10-19,3383602,live,address,result,733.93,77,Cuba,Smithview
1976-10-07,8732999,resource,return,director,595.37,91,Northern Mariana Islands,West April
2024-02-08,4988413,sign,guy,score,32.81,53,Christmas Island,South Shannonshire
2016-09-13,2584182,wrong,own,could,398.77,48,Micronesia,Gomezberg
1993-06-21,9442501,bed,compare,right,83.12,34,Western Sahara,New Johnny
1995-02-11,6770872,myself,present,relate,397.53,34,United States Virgin Islands,Owenston
2009-08-20,4808377,low,hundred,investment,251.25,20,Malawi,West Suzanne
2018-05-12,1846694,any,fear,hand,603.84,55,Saint Lucia,Smithton
2006-01-19,2751802,fast,owner,industry,690.11,89,North Macedonia,Martinland
2003-04-20,4932336,either,job,through,468.61,52,Uganda,West Matthew
2003-01-26,5792100,work,cold,air,129.6,71,Paraguay,East Joseph
1989-05-05,9743220,action,even,low,50.36,68,Bangladesh,Port Samanthaport
1996-05-31,6203166,Congress,our,late,122.61,35,Italy,East Danielle
2023-12-19,1463410,make,his,former,410.02,64,Papua New Guinea,Jeremiahland
1983-07-09,5666352,drive,politics,drop,756.0,66,Syrian Arab Republic,Karenmouth
2007-03-21,4683038,ask,create,she,43.17,52,United Kingdom,Jenniferport
2010-02-04,4925102,face,character,relationship,978.83,17,Malaysia,East Paultown
2020-07-21,87746,garden,order,message,228.62,46,Solomon Islands,Harrisonton
1991-08-28,2274489,above,begin,draw,947.56,89,Tonga,Port Ronald
2006-09-26,6902399,sport,generation,drop,982.19,98,Congo,West Ricardofort
1993-02-28,952512,economy,person,detail,801.5,60,South Georgia and the South Sandwich Islands,Jenniferfurt
1990-09-10,7622280,four,region,offer,228.75,74,North Macedonia,Johnchester
1980-04-10,6130184,without,able,director,193.36,7,Latvia,Williamsmouth
2011-03-30,5164487,water,station,every,348.47,73,Svalbard & Jan Mayen Islands,New Lori
1979-08-27,5045599,guy,research,study,114.36,11,Botswana,Angelicafurt
1995-07-18,9671446,middle,my,work,320.65,30,Syrian Arab Republic,South Brittany
1976-10-03,3335160,mind,already,health,825.62,97,Serbia,Sarahborough
2016-10-18,2772116,north,mission,speech,284.52,69,Turkmenistan,Courtneyborough
2014-02-19,4724685,everything,quite,current,777.59,43,Nicaragua,Elizabethton
1977-07-19,9205370,laugh,southern,leave,200.08,86,Heard Island and McDonald Islands,West Daniel
2016-04-24,8391494,strategy,hit,degree,904.69,96,Djibouti,Cooperstad
1994-06-02,7959271,away,perhaps,these,199.36,80,Kenya,Ayersburgh
1991-11-13,9575664,central,phone,many,150.18,64,Peru,West Josephport
2010-10-29,6590539,indicate,minute,perform,629.04,14,Sierra Leone,Howehaven
1981-10-24,9675595,fine,customer,both,273.57,50,Norway,Burkebury
1978-05-09,6550475,customer,level,operation,522.05,57,Canada,Tanyabury
2011-04-09,6615907,cover,official,page,538.61,28,Angola,West Michael
1998-08-08,2685666,forward,thought,talk,162.31,5,Russian Federation,Millsside
1980-08-22,6605784,already,anything,whole,628.28,6,Egypt,Lake Travisville
1985-07-19,1224884,project,risk,too,19.09,24,South Africa,Anthonymouth
2016-02-27,6304501,party,information,image,691.68,70,Afghanistan,Lake Heather
1972-03-22,2691474,suggest,tend,ask,688.98,22,Myanmar,Lisaborough
2010-04-30,1935197,forget,across,discuss,574.68,97,Gambia,Amandaborough
2021-10-05,5301556,nation,how,science,744.71,92,Palau,Christinefurt
1992-02-27,501526,feel,movement,author,897.38,58,Ireland,Port Joseph
1992-01-25,3456771,minute,explain,page,346.53,36,Congo,Harmonton
2023-07-28,1735372,book,might,international,569.44,6,Gibraltar,New Theodoremouth
1980-10-25,9658519,concern,turn,girl,276.32,64,Western Sahara,Reesestad
1989-02-27,3160185,particular,kid,major,643.95,87,Mauritania,Port Theresa
2001-10-27,8995876,author,soldier,quickly,821.69,56,Thailand,South Parkermouth
2015-02-24,9617792,ok,receive,serious,769.08,61,Macao,North Marie
1972-10-02,1837474,media,government,another,936.45,47,Bangladesh,Port Josephbury
1995-12-22,5477691,goal,look,ok,981.47,2,Jordan,Clarkmouth
1983-05-13,1073964,edge,statement,seem,27.58,42,Western Sahara,Mosesmouth
1988-09-23,4055973,protect,staff,nor,992.32,2,Norway,South Maryport
2023-05-04,3383753,military,charge,management,476.97,16,Andorra,Reeveschester
2012-07-21,6935053,if,word,soldier,106.57,41,Puerto Rico,New Brandon
1983-05-24,694303,himself,beyond,eat,369.68,29,Jersey,Edwardmouth
1977-04-24,2386390,shake,player,finish,850.91,85,Norway,Tanyamouth
1996-04-04,6199694,base,herself,difference,395.24,16,Grenada,New Coltonside
1973-03-29,5434442,operation,new,voice,807.79,75,Swaziland,Thompsonside
1986-10-27,1400737,effort,meeting,identify,245.77,5,Central African Republic,Smithbury
2012-08-31,4395697,Mrs,decision,few,693.76,33,Ghana,Lake Anna
1990-01-26,6167973,apply,look,north,442.82,50,Gibraltar,Johnberg
2011-05-29,9028435,long,reason,wonder,798.96,36,Maldives,Huynhmouth
1993-12-18,5704895,instead,bank,around,822.77,81,Egypt,Michaelbury
1986-10-23,5426656,law,discuss,owner,410.28,63,Moldova,East Nina
1981-01-18,1382744,current,every,remain,769.1,66,Equatorial Guinea,Port Samanthaland
1970-04-13,244618,push,street,save,785.57,58,Palestinian Territory,Michaelton
1971-12-05,4058693,president,since,their,40.44,41,Dominican Republic,South Clinton
1977-07-17,8850474,would,of,ask,742.74,75,Togo,Yolandaberg
2012-10-26,2948766,inside,design,partner,978.23,15,Antigua and Barbuda,Lake Julieville
1985-08-05,5818736,dark,whole,radio,379.95,14,Sri Lanka,Shannonfurt
1977-12-27,1765867,rather,out,want,475.97,58,Russian Federation,Sethborough
2021-07-07,5103871,wait,site,live,205.51,92,Holy See (Vatican City State),Jeremyborough
1980-07-06,8376222,mission,bring,certain,773.57,73,Mongolia,East Kaylamouth
1981-05-01,9968802,activity,parent,talk,375.94,81,Norfolk Island,Barbarastad
1995-02-24,2742805,thank,outside,list,24.64,19,Czech Republic,Robertville
1983-11-10,8713711,as,whose,it,722.74,3,Iraq,Evelynbury
1980-08-02,2947099,fast,step,party,971.05,93,Micronesia,Hortonside
2002-01-06,7535454,religious,explain,red,303.92,79,Senegal,Port Margaret
1971-01-15,1960924,while,learn,marriage,179.79,62,French Polynesia,East Michael
1988-03-10,1897915,through,she,new,180.63,94,Ecuador,Delgadoport
1987-09-03,875593,course,than,writer,963.0,4,Antarctica (the territory South of 60 deg S),North Kiara
1994-04-17,2622589,arm,believe,organization,679.18,65,Ghana,Townsendborough
2015-03-19,3861518,hope,side,politics,278.59,75,Czech Republic,Tonyborough
2007-08-18,8606477,kid,win,onto,903.1,81,Nicaragua,Adamsfort
2016-03-05,5227795,walk,no,turn,559.95,42,Gabon,New Christopher
1974-04-21,4798966,stop,office,bill,610.59,79,Eritrea,Robertsonland
2010-09-09,8807687,certain,necessary,accept,347.97,81,Guernsey,Markport
1988-05-08,8119495,study,interview,enter,143.72,100,French Southern Territories,New Susan
1975-08-31,8734497,meet,second,support,711.69,100,Turks and Caicos Islands,West Alexander
1997-04-26,6874561,gas,get,recognize,592.65,7,Bulgaria,New Sarah
2003-10-11,9990877,all,week,window,705.89,100,Sri Lanka,West Diana
1979-03-12,1131969,call,adult,cultural,933.84,22,Sudan,West Sarah
1995-12-17,5510824,quality,take,energy,648.78,20,Azerbaijan,North Lindamouth
2016-09-20,1466661,outside,enter,later,506.58,40,Swaziland,Williamton
2017-01-02,8627535,moment,situation,itself,395.11,36,Algeria,Parrishshire
2023-03-03,5270727,mind,reveal,fall,445.48,73,Vanuatu,Josephland
1979-01-07,8298954,form,keep,trouble,511.87,7,Suriname,New Marcus
1986-11-22,6684008,than,off,we,182.23,59,French Guiana,North Jonathan
2019-07-06,7603344,leader,morning,low,881.1,86,Philippines,Joelfort
2019-10-02,1609961,enjoy,father,throughout,230.93,92,Sao Tome and Principe,South Marieland
1994-12-20,2415763,reveal,guess,expert,360.14,24,Kuwait,Taylormouth
2007-03-15,2105148,season,point,building,541.82,34,Malawi,Shawside
2005-06-12,7570781,price,age,chair,345.45,16,Argentina,Cooperburgh
1998-07-24,8311441,hear,American,reflect,303.02,9,Brunei Darussalam,East Jesseborough
1990-09-17,618425,drive,page,name,876.59,27,Ghana,Lowetown
2016-02-01,8782108,spring,whole,office,577.04,7,El Salvador,Lake Ericaburgh
2015-03-16,4606472,us,scene,employee,35.16,85,Cook Islands,Sharonburgh
2018-07-24,5013088,would,glass,mention,951.34,58,Azerbaijan,North Jared
2015-09-05,3409772,late,require,government,310.58,5,Comoros,Robinmouth
2001-11-27,7652689,goal,message,room,573.51,90,Norfolk Island,Hudsonburgh
1998-09-24,9039851,century,along,music,945.82,7,Cameroon,North Sherri
1990-08-18,9680247,western,performance,coach,793.92,87,Ukraine,Port Ryanfurt
2021-07-29,478781,factor,successful,year,587.19,25,Ecuador,Andersonport
1978-01-07,1369420,admit,forward,result,382.44,52,Zambia,South David
2006-06-26,7143036,affect,today,give,833.51,33,Wallis and Futuna,South Christopherport
1990-05-18,2305610,others,month,oil,579.79,74,Tuvalu,North Kevinton
2010-10-15,4582292,throw,per,bank,210.61,28,Armenia,New Loriborough
1993-11-15,250431,we,first,figure,377.15,82,Malaysia,South Melissaton
1990-11-07,5864162,but,outside,hear,860.52,3,Mauritius,Port Nicholas
2001-10-02,7733994,feeling,memory,tell,794.75,73,Marshall Islands,Johnsonfort
2015-03-03,2369179,unit,movement,science,729.75,27,Algeria,Robertchester
1999-08-12,8264048,old,member,poor,66.38,51,Cambodia,North Robert
1991-06-19,203069,short,less,reveal,107.58,39,Isle of Man,Mikebury
1980-05-18,8578775,local,themselves,clear,696.04,48,Turkey,North Annetteshire
1994-03-23,7929245,politics,store,writer,623.83,42,Egypt,Kingview
2007-05-01,4301203,yet,sense,instead,53.65,80,Saint Kitts and Nevis,Edwardborough
1990-10-01,6858224,wish,budget,focus,488.96,24,Barbados,Jenniferside
2003-03-07,8041100,eat,push,message,516.66,52,Guatemala,Acevedofort
1997-03-04,2779927,case,how,themselves,828.33,99,Fiji,South Kathleenton
1985-08-30,4439164,coach,despite,but,113.85,70,Equatorial Guinea,Gonzalezstad
2012-05-06,3558607,these,film,head,726.33,14,Spain,North April
1990-04-30,1628472,degree,Republican,TV,582.03,11,Gabon,North Davidview
1987-06-01,1667171,turn,form,very,467.33,4,Bolivia,Toddborough
1974-02-03,4169353,or,customer,north,165.22,69,Brunei Darussalam,Garciaton
2012-11-25,175560,teach,at,great,654.63,47,Costa Rica,Stevenchester
1990-10-17,3408470,site,out,either,885.03,78,Costa Rica,New Haley
2002-07-08,5713327,lawyer,we,bill,419.63,39,Antarctica (the territory South of 60 deg S),South David
2013-05-02,6269685,trade,watch,reveal,516.69,10,Bermuda,Donmouth
1981-06-17,5779019,ever,here,build,332.42,3,Slovakia (Slovak Republic),South Jasonstad
2010-11-20,506264,color,rich,important,667.63,9,Saint Helena,Lake Eileen
1979-11-25,1365164,near,visit,plan,608.64,14,Eritrea,West Douglasside
2016-11-06,1140779,general,wear,give,576.09,43,Tanzania,Petersonchester
2017-02-11,2670561,stay,question,big,217.62,69,Colombia,Port Ashleyberg
2011-01-05,8052744,author,nor,of,77.18,21,Oman,Port Jodi
1985-08-29,6828742,industry,politics,important,338.97,58,Slovenia,Port Stephanieview
2001-04-12,3555738,fact,join,over,660.67,6,Mauritius,Theresafort
